title,product slug,main description,consumer title,consumer description,retail title,retail description,rhs title,rhs description,ev title,ev description,meta title,meta description,meta keywords,youtube url
My First Board Book: My Body,hach4079,"My First Board Book: My Body. When you look in the mirror what do you see? Eyes (nga whatu), ears (taringa), nose (ihu), mouth (waha) and more. With a fun and engaging action page at the end, this is a perfect for Kiwi kids! â€œEarly concept boardbooks and picture books are essential as a way to both teach children language and begin their lifelong love of books.â€ Donovan Bixley ONZM has sold hundreds of thousands of copies of his books in 31 countries and 18 languages, including te reo Māori. He has won awards for both his illustrating and writing and won the Children's Choice award in 2013. In 2021 he became an Officer of the Order of New Zealand. With over 100 books published, his unique style of illustration brings delight and joy to readers both young and old. He lives on the crater's edge of the greatest volcanic eruption in human history (also known as Lake Taupo, in New Zealand). Music fills his spare time alongside his wife and three d",My First Board Book: My Body,"My First Board Book: My Body. When you look in the mirror what do you see? Eyes (nga whatu), ears (taringa), nose (ihu), mouth (waha) and more. With a fun and engaging action page at the end, this is a perfect for Kiwi kids! â€œEarly concept boardbooks and picture books are essential as a way to both teach children language and begin their lifelong love of books.â€ Donovan Bixley ONZM has sold hundreds of thousands of copies of his books in 31 countries and 18 languages, including te reo Māori. He has won awards for both his illustrating and writing and won the Children's Choice award in 2013. In 2021 he became an Officer of the Order of New Zealand. With over 100 books published, his unique style of illustration brings delight and joy to readers both young and old. He lives on the crater's edge of the greatest volcanic eruption in human history (also known as Lake Taupo, in New Zealand). Music fills his spare time alongside his wife and three d",My First Board Book: My Body,"My First Board Book: My Body. When you look in the mirror what do you see? Eyes (nga whatu), ears (taringa), nose (ihu), mouth (waha) and more. With a fun and engaging action page at the end, this is a perfect for Kiwi kids! â€œEarly concept boardbooks and picture books are essential as a way to both teach children language and begin their lifelong love of books.â€ Donovan Bixley ONZM has sold hundreds of thousands of copies of his books in 31 countries and 18 languages, including te reo Māori. He has won awards for both his illustrating and writing and won the Children's Choice award in 2013. In 2021 he became an Officer of the Order of New Zealand. With over 100 books published, his unique style of illustration brings delight and joy to readers both young and old. He lives on the crater's edge of the greatest volcanic eruption in human history (also known as Lake Taupo, in New Zealand). Music fills his spare time alongside his wife and three d",,,,,,,,
My First Board Book: Merry Christmas,hach4581,"It's Christmas time! Let's create some Christmas cheer with Donovan Bixley's My Kiwi Christmas. From Santa (Ko Hana Koko) to Christmas Tree (Rakau Kirihimete), decorations (He Whakarakei) to dessert (He purini), come explore Christmas with these brightly coloured illustrations and bilingual text. â€˜Early concept board books and picture books are essential as a way to both teach children language and begin their lifelong love of books.' Donovan Bixley ONZM has sold hundreds of thousands of copies of his books in 31 countries and 18 languages, including te reo Māori. He has won awards for both his illustrating and writing and won the Children's Choice award in 2013. In 2021 he became an Officer of the Order of New Zealand. With over 100 books published, his unique style of illustration brings delight and joy to readers both young and old. He lives on the crater's edge of the greatest volcanic eruption in human history (also known as Lake Taupo, in New Zealand). Music fills his spare time alongside his wif three daughters.",My First Board Book: Merry Christmas,"It's Christmas time! Let's create some Christmas cheer with Donovan Bixley's My Kiwi Christmas. From Santa (Ko Hana Koko) to Christmas Tree (Rakau Kirihimete), decorations (He Whakarakei) to dessert (He purini), come explore Christmas with these brightly coloured illustrations and bilingual text. â€˜Early concept board books and picture books are essential as a way to both teach children language and begin their lifelong love of books.' Donovan Bixley ONZM has sold hundreds of thousands of copies of his books in 31 countries and 18 languages, including te reo Māori. He has won awards for both his illustrating and writing and won the Children's Choice award in 2013. In 2021 he became an Officer of the Order of New Zealand. With over 100 books published, his unique style of illustration brings delight and joy to readers both young and old. He lives on the crater's edge of the greatest volcanic eruption in human history (also known as Lake Taupo, in New Zealand). Music fills his spare time alongside his wif three daughters.",My First Board Book: Merry Christmas,"It's Christmas time! Let's create some Christmas cheer with Donovan Bixley's My Kiwi Christmas. From Santa (Ko Hana Koko) to Christmas Tree (Rakau Kirihimete), decorations (He Whakarakei) to dessert (He purini), come explore Christmas with these brightly coloured illustrations and bilingual text. â€˜Early concept board books and picture books are essential as a way to both teach children language and begin their lifelong love of books.' Donovan Bixley ONZM has sold hundreds of thousands of copies of his books in 31 countries and 18 languages, including te reo Māori. He has won awards for both his illustrating and writing and won the Children's Choice award in 2013. In 2021 he became an Officer of the Order of New Zealand. With over 100 books published, his unique style of illustration brings delight and joy to readers both young and old. He lives on the crater's edge of the greatest volcanic eruption in human history (also known as Lake Taupo, in New Zealand). Music fills his spare time alongside his wif three daughters.",,,,,,,,
Haka Dolls - Set of 2,sic201a,Haka Dolls were designed by Indigenous Māori woman Kiri Pewhairangi from Aotearoa. The pair of dolls are dressed and ready to perform a traditional song and dance called Waiata and Haka. The song and dance are traditionally used to welcome and farewell people,Haka Dolls - Set of 2,Haka Dolls were designed by Indigenous Māori woman Kiri Pewhairangi from Aotearoa. The pair of dolls are dressed and ready to perform a traditional song and dance called Waiata and Haka. The song and dance are traditionally used to welcome and farewell people,Haka Dolls - Set of 2,Haka Dolls were designed by Indigenous Māori woman Kiri Pewhairangi from Aotearoa. The pair of dolls are dressed and ready to perform a traditional song and dance called Waiata and Haka. The song and dance are traditionally used to welcome and farewell people,,,,,,,,
Match It Kai Moana Set 12,sic200,"Match It Kai Moana was designed by Indigenous Māori woman Kiri Pewhairangi from Aeotearoa. Kai Moana in Te reo Māori means seafood. 12 mini cushions measuring 8 x 8cm are included which creates 6 matching pairs. Match the crayfish, clam, abalone, fish, basket and sea urchin. Included is a drawstring bag for storage. This product is made under Fair Trade conditions and designs may vary. Match It Kai Moana is carefully handmade by a group of artisans in Kolkata who specialize in the very intricate embroidery, under fair trade conditions in India. Fair Trade organisation was founded in Kolkata, West Bengal, India in 2003. Today over 150 local families are involved. The talented artisans hand make a diverse range of products, specialising in educational resources. This organisation provides the local workers with a sustainable income, uplifting them from poverty and providing hope for the future. All the ethics of fair trade are maintained. This organisation also provides emergency funds for the workers in timef need such as a medical emergency for the artisan or family members, funds are readily available so they can seek immediate assistance. They have also provide tutoring and school supplies for local children, they have built a school in Asansol, west of Kolkata.",Match It Kai Moana Set 12,"Match It Kai Moana was designed by Indigenous Māori woman Kiri Pewhairangi from Aeotearoa. Kai Moana in Te reo Māori means seafood. 12 mini cushions measuring 8 x 8cm are included which creates 6 matching pairs. Match the crayfish, clam, abalone, fish, basket and sea urchin. Included is a drawstring bag for storage. This product is made under Fair Trade conditions and designs may vary. Match It Kai Moana is carefully handmade by a group of artisans in Kolkata who specialize in the very intricate embroidery, under fair trade conditions in India. Fair Trade organisation was founded in Kolkata, West Bengal, India in 2003. Today over 150 local families are involved. The talented artisans hand make a diverse range of products, specialising in educational resources. This organisation provides the local workers with a sustainable income, uplifting them from poverty and providing hope for the future. All the ethics of fair trade are maintained. This organisation also provides emergency funds for the workers in timef need such as a medical emergency for the artisan or family members, funds are readily available so they can seek immediate assistance. They have also provide tutoring and school supplies for local children, they have built a school in Asansol, west of Kolkata.",Match It Kai Moana Set 12,"Match It Kai Moana was designed by Indigenous Māori woman Kiri Pewhairangi from Aeotearoa. Kai Moana in Te reo Māori means seafood. 12 mini cushions measuring 8 x 8cm are included which creates 6 matching pairs. Match the crayfish, clam, abalone, fish, basket and sea urchin. Included is a drawstring bag for storage. This product is made under Fair Trade conditions and designs may vary. Match It Kai Moana is carefully handmade by a group of artisans in Kolkata who specialize in the very intricate embroidery, under fair trade conditions in India. Fair Trade organisation was founded in Kolkata, West Bengal, India in 2003. Today over 150 local families are involved. The talented artisans hand make a diverse range of products, specialising in educational resources. This organisation provides the local workers with a sustainable income, uplifting them from poverty and providing hope for the future. All the ethics of fair trade are maintained. This organisation also provides emergency funds for the workers in timef need such as a medical emergency for the artisan or family members, funds are readily available so they can seek immediate assistance. They have also provide tutoring and school supplies for local children, they have built a school in Asansol, west of Kolkata.",,,,,,,,
"I Waho, I te Moana",sca6928,"Out in the Moana, underneath the sparkling sun, lived a mother sea lion and her little pup oneâ€¦ By the author of the children's classics A Kiwi Night Before Christmas and Down in the Forest comes a catchy and playful version of the much-loved traditional story, Over in the Meadow. This ocean adventure is brought to life by the beautiful illustrations of award-winning illustrator Jenny Cooper and skillfully retold in te reo Māori by Pania Papa. Details; Paperback - 24 pages Measures: 21.5(W) x 26.5(H)cm Modern Teaching Aids has a huge range of books and puppets to share with early childhood and lower primary aged children to awaken a love of reading, storytelling & wonder, as well as a large selection of materials to nurture and develop their comprehension and communication skills. MTA's unique range includes picture books, big books, indigenous books, audio books, puppet story sets, nursery rhymes, fairy tales, poetry, songs, and jingles. Endless hours of language and literacy. There's something for eve!","I Waho, I te Moana","Out in the Moana, underneath the sparkling sun, lived a mother sea lion and her little pup oneâ€¦ By the author of the children's classics A Kiwi Night Before Christmas and Down in the Forest comes a catchy and playful version of the much-loved traditional story, Over in the Meadow. This ocean adventure is brought to life by the beautiful illustrations of award-winning illustrator Jenny Cooper and skillfully retold in te reo Māori by Pania Papa. Details; Paperback - 24 pages Measures: 21.5(W) x 26.5(H)cm Modern Teaching Aids has a huge range of books and puppets to share with early childhood and lower primary aged children to awaken a love of reading, storytelling & wonder, as well as a large selection of materials to nurture and develop their comprehension and communication skills. MTA's unique range includes picture books, big books, indigenous books, audio books, puppet story sets, nursery rhymes, fairy tales, poetry, songs, and jingles. Endless hours of language and literacy. There's something for eve!","I Waho, I te Moana","Out in the Moana, underneath the sparkling sun, lived a mother sea lion and her little pup oneâ€¦ By the author of the children's classics A Kiwi Night Before Christmas and Down in the Forest comes a catchy and playful version of the much-loved traditional story, Over in the Meadow. This ocean adventure is brought to life by the beautiful illustrations of award-winning illustrator Jenny Cooper and skillfully retold in te reo Māori by Pania Papa. Details; Paperback - 24 pages Measures: 21.5(W) x 26.5(H)cm Modern Teaching Aids has a huge range of books and puppets to share with early childhood and lower primary aged children to awaken a love of reading, storytelling & wonder, as well as a large selection of materials to nurture and develop their comprehension and communication skills. MTA's unique range includes picture books, big books, indigenous books, audio books, puppet story sets, nursery rhymes, fairy tales, poetry, songs, and jingles. Endless hours of language and literacy. There's something for eve!",,,,,,,,
Ka Pai Kiwi Favourites,sca7338,Children will love reading and singing along in both English and Māori to these favourite and familiar songs with a Kiwi twist. Five bestsellers now in one bumper hardback compendium! With FREE downloadable songs in English and Māor,Ka Pai Kiwi Favourites,Children will love reading and singing along in both English and Māori to these favourite and familiar songs with a Kiwi twist. Five bestsellers now in one bumper hardback compendium! With FREE downloadable songs in English and Māor,Ka Pai Kiwi Favourites,Children will love reading and singing along in both English and Māori to these favourite and familiar songs with a Kiwi twist. Five bestsellers now in one bumper hardback compendium! With FREE downloadable songs in English and Māor,,,,,,,,
Bilingual Māori English Matariki Book Pac,mtambkit6,"A beautiful collection of stories told in both Māori and English.

Contents may vary.

Titles include:

SLT6355 Flit the Fantail and the Matariki Map
SLT5815 The Promise of Puanga: A Story for Matariki
SLT5341 The Stolen Stars of Matariki
SLT4016 The Seven Kites of Matariki
SLT4139 Tawhirimatea: A Song for Matariki
SLT6539 Ko Flit Te Tirairaka Me Te Mahere Matariki
SLT5822 Te Ki Taurangi A Puanga: He Purakau Matariki
SLT5358 Nga Whetu Matariki Whanakotia
SLT3057 Nga Manu Tukutuku E Whitu O Matariki

&nbsp",Bilingual Māori English Matariki Book Pac,"A beautiful collection of stories told in both Māori and English.

Contents may vary.

Titles include:

SLT6355 Flit the Fantail and the Matariki Map
SLT5815 The Promise of Puanga: A Story for Matariki
SLT5341 The Stolen Stars of Matariki
SLT4016 The Seven Kites of Matariki
SLT4139 Tawhirimatea: A Song for Matariki
SLT6539 Ko Flit Te Tirairaka Me Te Mahere Matariki
SLT5822 Te Ki Taurangi A Puanga: He Purakau Matariki
SLT5358 Nga Whetu Matariki Whanakotia
SLT3057 Nga Manu Tukutuku E Whitu O Matariki

&nbsp",Bilingual Māori English Matariki Book Pac,"A beautiful collection of stories told in both Māori and English.

Contents may vary.

Titles include:

SLT6355 Flit the Fantail and the Matariki Map
SLT5815 The Promise of Puanga: A Story for Matariki
SLT5341 The Stolen Stars of Matariki
SLT4016 The Seven Kites of Matariki
SLT4139 Tawhirimatea: A Song for Matariki
SLT6539 Ko Flit Te Tirairaka Me Te Mahere Matariki
SLT5822 Te Ki Taurangi A Puanga: He Purakau Matariki
SLT5358 Nga Whetu Matariki Whanakotia
SLT3057 Nga Manu Tukutuku E Whitu O Matariki

&nbsp",,,,,,,,
Bilingual English & Māori Levelled Readers Ki,fsb2017k,"Our Bilingual English &amp; Māori Levelled Readers Kit contains English version of levelled readers. This kit contains emergent level readers, early level 1 readers and early level 2 readers.

There are a mix of fiction and non-fiction texts. Also included are two book boxes of each levelled colour for storage and book dots.

Contents of Kit may vary.

FSB2017 Flying Start Mawhero Set
FSB2000 Flying Start Whero Set
FSB4578 Te Reo Māori Mawhero Non-Fiction Set
FSB4608 Te Reo Māori Whero Non-Fiction Set
FSB9122 Te Reo Māori Kowhai Fiction Set
FSB9139 Te Reo Māori Kowhai Non-Fiction Set
MTABB03RD Readers Book Box Red 1
MTABB03YW Readers Book Box Yellow
MTABB03MG Readers Book Box Magenta
MTABS01RD Book Dots Red 14mm
MTABS01YW Book Dots Yellow 14mm
MTABS01MG Book Dots Magenta 14mm
FSB0774 Emergent Level Fiction Set A Magenta
FSB0781 Emergent Level Fiction Set B Magenta
FSB7998 Emergent Level Fiction Set C Magenta
FSB0811 Early Level 1 Fiction Set A Red
FSB0828 Early Level 1 Fiction Set B Red
FSB7967 Early LevFiction Set C Red
FSB0798 Emergent Level Non-Fiction Set A Magenta
FSB0804 Emergent Level Non-Fiction Set B Magenta
FSB7981 Emergent Level Non-Fiction Set C Magenta
FSB0835 Early Level 1 Non-Fiction Set A Red
FSB0842 Early Level 1 Non-Fiction Set B Red
FSB7974 Flying Start Early Lvl 1: Non-F SetC
FSB0859 Early Level 2 Fiction Set A Yellow
FSB0866 Early Level 2 Fiction Set B Yellow
FSB0488 Early Level 2 Fiction Set C Yellow
FSB0873 Early Level 2 Non-Fiction Set A Yellow
FSB0880 Early Level 2 Non-Fiction Set B Yellow
FSB0495 Early Level 2 Non-Fiction Set C Yellow",Bilingual English & Māori Levelled Readers Ki,"Our Bilingual English &amp; Māori Levelled Readers Kit contains English version of levelled readers. This kit contains emergent level readers, early level 1 readers and early level 2 readers.

There are a mix of fiction and non-fiction texts. Also included are two book boxes of each levelled colour for storage and book dots.

Contents of Kit may vary.

FSB2017 Flying Start Mawhero Set
FSB2000 Flying Start Whero Set
FSB4578 Te Reo Māori Mawhero Non-Fiction Set
FSB4608 Te Reo Māori Whero Non-Fiction Set
FSB9122 Te Reo Māori Kowhai Fiction Set
FSB9139 Te Reo Māori Kowhai Non-Fiction Set
MTABB03RD Readers Book Box Red 1
MTABB03YW Readers Book Box Yellow
MTABB03MG Readers Book Box Magenta
MTABS01RD Book Dots Red 14mm
MTABS01YW Book Dots Yellow 14mm
MTABS01MG Book Dots Magenta 14mm
FSB0774 Emergent Level Fiction Set A Magenta
FSB0781 Emergent Level Fiction Set B Magenta
FSB7998 Emergent Level Fiction Set C Magenta
FSB0811 Early Level 1 Fiction Set A Red
FSB0828 Early Level 1 Fiction Set B Red
FSB7967 Early LevFiction Set C Red
FSB0798 Emergent Level Non-Fiction Set A Magenta
FSB0804 Emergent Level Non-Fiction Set B Magenta
FSB7981 Emergent Level Non-Fiction Set C Magenta
FSB0835 Early Level 1 Non-Fiction Set A Red
FSB0842 Early Level 1 Non-Fiction Set B Red
FSB7974 Flying Start Early Lvl 1: Non-F SetC
FSB0859 Early Level 2 Fiction Set A Yellow
FSB0866 Early Level 2 Fiction Set B Yellow
FSB0488 Early Level 2 Fiction Set C Yellow
FSB0873 Early Level 2 Non-Fiction Set A Yellow
FSB0880 Early Level 2 Non-Fiction Set B Yellow
FSB0495 Early Level 2 Non-Fiction Set C Yellow",Bilingual English & Māori Levelled Readers Ki,"Our Bilingual English &amp; Māori Levelled Readers Kit contains English version of levelled readers. This kit contains emergent level readers, early level 1 readers and early level 2 readers.

There are a mix of fiction and non-fiction texts. Also included are two book boxes of each levelled colour for storage and book dots.

Contents of Kit may vary.

FSB2017 Flying Start Mawhero Set
FSB2000 Flying Start Whero Set
FSB4578 Te Reo Māori Mawhero Non-Fiction Set
FSB4608 Te Reo Māori Whero Non-Fiction Set
FSB9122 Te Reo Māori Kowhai Fiction Set
FSB9139 Te Reo Māori Kowhai Non-Fiction Set
MTABB03RD Readers Book Box Red 1
MTABB03YW Readers Book Box Yellow
MTABB03MG Readers Book Box Magenta
MTABS01RD Book Dots Red 14mm
MTABS01YW Book Dots Yellow 14mm
MTABS01MG Book Dots Magenta 14mm
FSB0774 Emergent Level Fiction Set A Magenta
FSB0781 Emergent Level Fiction Set B Magenta
FSB7998 Emergent Level Fiction Set C Magenta
FSB0811 Early Level 1 Fiction Set A Red
FSB0828 Early Level 1 Fiction Set B Red
FSB7967 Early LevFiction Set C Red
FSB0798 Emergent Level Non-Fiction Set A Magenta
FSB0804 Emergent Level Non-Fiction Set B Magenta
FSB7981 Emergent Level Non-Fiction Set C Magenta
FSB0835 Early Level 1 Non-Fiction Set A Red
FSB0842 Early Level 1 Non-Fiction Set B Red
FSB7974 Flying Start Early Lvl 1: Non-F SetC
FSB0859 Early Level 2 Fiction Set A Yellow
FSB0866 Early Level 2 Fiction Set B Yellow
FSB0488 Early Level 2 Fiction Set C Yellow
FSB0873 Early Level 2 Non-Fiction Set A Yellow
FSB0880 Early Level 2 Non-Fiction Set B Yellow
FSB0495 Early Level 2 Non-Fiction Set C Yellow",,,,,,,,
I Can Count to 10 in Te Reo Māor,enpr7160,"In this book, we learn to count to ten in the Māori language using iconic imagery from New Zealand. Learn about Māori culture, count along and learn to subtract and divide using the pictographs of native plants, animals, and craftsÂ from Aotearoa.

Young children can be fascinated with the sounds and rhythms of language and can easily learn other languages if exposed to them regularly.

These books are great for introducing and supporting basic concepts like numbers, colours, and days and are great for promoting understanding and recognition within multicultural classrooms.

<u>Learning outcomes</u>
<ul>
 	<li>Sorting</li>
 	<li>Festivals</li>
 	<li>Belonging</li>
 	<li>Language development</li>
 	<li>Cultural competency</li>
 	<li>Cultural comparison</li>
 	<li>Inclusivity</li>
 	<li>Interconnectedness</li>
 	<li>Social awareness</li>
 	<li>Cognitive development</li>
 	<li>Depicts everyday activities of kindergarten-aged children</li>
 	<li>Secondary language studies</li>
 	<li>Learn ount to ten in the native language of New Zealand</li>
 	<li>Iconic traditional objectsÂ to count along with</li>
 	<li>Explanation of the uses and meanings of the counting objects</li>
 	<li>Beginners addition &amp; subtraction</li>
 	<li>Free downloadable teachers' notes with curriculum links provide scaffolding and help teachers to design a learning experience</li>
</ul>
Large format A3 sized big book,Â 297mm x 420mm - 22 pages.

Quality, high thickness paper. Laminated throughout for extra durabil",I Can Count to 10 in Te Reo Māor,"In this book, we learn to count to ten in the Māori language using iconic imagery from New Zealand. Learn about Māori culture, count along and learn to subtract and divide using the pictographs of native plants, animals, and craftsÂ from Aotearoa.

Young children can be fascinated with the sounds and rhythms of language and can easily learn other languages if exposed to them regularly.

These books are great for introducing and supporting basic concepts like numbers, colours, and days and are great for promoting understanding and recognition within multicultural classrooms.

<u>Learning outcomes</u>
<ul>
 	<li>Sorting</li>
 	<li>Festivals</li>
 	<li>Belonging</li>
 	<li>Language development</li>
 	<li>Cultural competency</li>
 	<li>Cultural comparison</li>
 	<li>Inclusivity</li>
 	<li>Interconnectedness</li>
 	<li>Social awareness</li>
 	<li>Cognitive development</li>
 	<li>Depicts everyday activities of kindergarten-aged children</li>
 	<li>Secondary language studies</li>
 	<li>Learn ount to ten in the native language of New Zealand</li>
 	<li>Iconic traditional objectsÂ to count along with</li>
 	<li>Explanation of the uses and meanings of the counting objects</li>
 	<li>Beginners addition &amp; subtraction</li>
 	<li>Free downloadable teachers' notes with curriculum links provide scaffolding and help teachers to design a learning experience</li>
</ul>
Large format A3 sized big book,Â 297mm x 420mm - 22 pages.

Quality, high thickness paper. Laminated throughout for extra durabil",I Can Count to 10 in Te Reo Māor,"In this book, we learn to count to ten in the Māori language using iconic imagery from New Zealand. Learn about Māori culture, count along and learn to subtract and divide using the pictographs of native plants, animals, and craftsÂ from Aotearoa.

Young children can be fascinated with the sounds and rhythms of language and can easily learn other languages if exposed to them regularly.

These books are great for introducing and supporting basic concepts like numbers, colours, and days and are great for promoting understanding and recognition within multicultural classrooms.

<u>Learning outcomes</u>
<ul>
 	<li>Sorting</li>
 	<li>Festivals</li>
 	<li>Belonging</li>
 	<li>Language development</li>
 	<li>Cultural competency</li>
 	<li>Cultural comparison</li>
 	<li>Inclusivity</li>
 	<li>Interconnectedness</li>
 	<li>Social awareness</li>
 	<li>Cognitive development</li>
 	<li>Depicts everyday activities of kindergarten-aged children</li>
 	<li>Secondary language studies</li>
 	<li>Learn ount to ten in the native language of New Zealand</li>
 	<li>Iconic traditional objectsÂ to count along with</li>
 	<li>Explanation of the uses and meanings of the counting objects</li>
 	<li>Beginners addition &amp; subtraction</li>
 	<li>Free downloadable teachers' notes with curriculum links provide scaffolding and help teachers to design a learning experience</li>
</ul>
Large format A3 sized big book,Â 297mm x 420mm - 22 pages.

Quality, high thickness paper. Laminated throughout for extra durabil",,,,,,,,
"Our County, Our World Big Book Set",enpr9411k,"Our County, Our World Big Book Set looks at the various ways children live in Australia and around the world. These big books are a great discussion starter for investigating Australia, the world, transport, cultures, counting, and natural environments. Clearly and simply written text is suitable for children of all ages.

Use these big books as a basis for questioning, further investigation or just to read, discuss and enjoy the photographs.

&nbsp;

Include 4 Big Books:

ENPR9411 All Around the world
ENPR9435 Kids Go to School Around the World
ENPR7078 Our Australia
ENPR7160 I Can Count to 10 in Te Reo Māori

&nbsp;

Large format A3 sized big book,Â 297mm x 420mm - 22-24 pages.

Quality, high thickness paper. Laminated throughout for extra durabili","Our County, Our World Big Book Set","Our County, Our World Big Book Set looks at the various ways children live in Australia and around the world. These big books are a great discussion starter for investigating Australia, the world, transport, cultures, counting, and natural environments. Clearly and simply written text is suitable for children of all ages.

Use these big books as a basis for questioning, further investigation or just to read, discuss and enjoy the photographs.

&nbsp;

Include 4 Big Books:

ENPR9411 All Around the world
ENPR9435 Kids Go to School Around the World
ENPR7078 Our Australia
ENPR7160 I Can Count to 10 in Te Reo Māori

&nbsp;

Large format A3 sized big book,Â 297mm x 420mm - 22-24 pages.

Quality, high thickness paper. Laminated throughout for extra durabili","Our County, Our World Big Book Set","Our County, Our World Big Book Set looks at the various ways children live in Australia and around the world. These big books are a great discussion starter for investigating Australia, the world, transport, cultures, counting, and natural environments. Clearly and simply written text is suitable for children of all ages.

Use these big books as a basis for questioning, further investigation or just to read, discuss and enjoy the photographs.

&nbsp;

Include 4 Big Books:

ENPR9411 All Around the world
ENPR9435 Kids Go to School Around the World
ENPR7078 Our Australia
ENPR7160 I Can Count to 10 in Te Reo Māori

&nbsp;

Large format A3 sized big book,Â 297mm x 420mm - 22-24 pages.

Quality, high thickness paper. Laminated throughout for extra durabili",,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
